file,dice,assd,medsam_dice,medsam_assd,sam_dice,sam_assd,dino_medsam_dice,dino_medsam_assd,dino_sam_dice,dino_sam_assd,area,box_ratio,convex_ratio,IRI
LIDC-IDRI-0476_481_123_CT_lung_nodule.png,0.94,0.39685107691813326,0.24984384759525297,12.212246894836426,0.5586592178770949,6.20159108977799,0.0007908248500892644,580.5075073242188,0.0005574850733371614,514.1101684570312,200,0.9049773755656109,1.0582010582010581,0.9516332011428521
LIDC-IDRI-0476_481_128_CT_lung_nodule.png,0.8894009216589862,0.6869024029144875,0.2098635886673662,14.215943336486816,0.725925925925926,4.369418877435018,0.0007856246403312193,516.2561645507812,0.000559885335483293,539.3433227539062,200,0.8658008658008658,1.0582010582010581,0.8672915790697932
LIDC-IDRI-0476_481_129_CT_lung_nodule.png,0.8630705394190872,0.9621000530114815,0.23425414364640884,13.309061050415039,0.5721997300944669,6.866403902973141,0.0008657036394262671,515.5686645507812,0.0005941271095716119,538.38916015625,212,0.8313725490196079,1.0443349753694582,0.9193495341634939
LIDC-IDRI-0476_481_132_CT_lung_nodule.png,0.9077306733167082,0.5381709356777004,0.23893805309734514,13.325512886047363,0.5691699604743083,4.777161449027461,0.0008697420369277974,544.6663208007812,0.0006072140401379725,512.7047119140625,216,0.8744939271255061,1.0434782608695652,0.9002666891429043
LIDC-IDRI-0476_481_133_CT_lung_nodule.png,0.9222222222222223,0.5953570813108973,0.34206896551724136,11.645017623901367,0.7978021978021979,1.9243156974858577,0.0014552140279502801,569.2765502929688,0.0010471351564369255,504.24462890625,372,0.8104575163398693,0.9763779527559056,0.9232925154816215
LIDC-IDRI-0476_481_134_CT_lung_nodule.png,0.9108910891089109,0.776989165862002,0.4442404772831574,9.94164752960205,0.8793103448275862,2.2337491028890835,0.0019610822418735627,551.7317504882812,0.0013641392042051564,505.9208679199219,484,0.7793880837359098,1.0062370062370063,0.96309749331106
LIDC-IDRI-0476_481_135_CT_lung_nodule.png,0.9323770491803278,0.6182842707633972,0.4588910133843212,9.360506057739258,0.6652512384996462,6.530791939496994,0.0019482456656607495,550.238525390625,0.0013548529137805477,504.63116455078125,480,0.7729468599033816,1.0062893081761006,0.9501065482263951
LIDC-IDRI-0476_481_136_CT_lung_nodule.png,0.9362549800796812,0.5997881015527595,0.5109780439121756,8.188060760498047,0.7136690647482015,5.531506926001924,0.0021770512436192625,518.7744140625,0.0014463276836158192,505.70819091796875,512,0.7585185185185185,0.9941747572815534,0.9265527779892138
LIDC-IDRI-0476_481_137_CT_lung_nodule.png,0.8765652951699463,0.8755684698882856,0.29973614775725593,12.161759376525879,0.4538653366583541,8.169683989825522,0.0011482866673405438,554.8146362304688,0.0008032469277219181,510.794677734375,284,0.7955182072829131,1.0252707581227436,0.8647558407588992
LIDC-IDRI-0476_481_146_CT_lung_nodule.png,0.8813559322033898,0.6003985104159774,0.16901408450704225,14.5436429977417,0.6873614190687362,2.529107301575797,0.0006252818277468811,544.0521850585938,0.00044977900281688516,509.8197937011719,156,0.8,1.0064516129032257,0.9459713249326273
