file,dice,assd,medsam_dice,medsam_assd,sam_dice,sam_assd,dino_medsam_dice,dino_medsam_assd,dino_sam_dice,dino_sam_assd,area,box_ratio,convex_ratio,IRI
hippocampus_322_5_MRI_brain_anterior+hippocampus.png,0.8423637431271019,10.684943925273355,0.801437669462135,14.919315838577138,0.762343410096767,17.250429033773536,0.05874129977805396,278.1890628682469,0.05900289849854175,420.60894775390625,26219,0.544256237804625,0.7599379737112879,0.8139827190588889
hippocampus_322_6_MRI_brain_anterior+hippocampus.png,0.8790131680683264,10.407317019397752,0.7158373644553939,31.830997539346136,0.6650202174281494,27.961680139100697,0.1372048910030058,253.3648482016631,0.09209373740051585,381.74163818359375,41686,0.47684740334019676,0.7481200983471222,0.7644665726786872
hippocampus_322_7_MRI_brain_anterior+hippocampus.png,0.8730194227026131,12.97174206823769,0.8654678183162631,12.72992859645682,0.7813554083291898,23.99081046940752,0.17787024262678486,217.56617397229715,0.12756601905556805,361.24237060546875,58690,0.5797573889679153,0.8067797542132901,0.813932694503287
hippocampus_322_8_MRI_brain_anterior+hippocampus.png,0.9101533617955017,11.323565801328854,0.8533154131735208,18.93607377249097,0.8613640359523264,18.15424202367874,0.23906047687915982,188.8529573884735,0.17825516735973101,338.74066162109375,84404,0.6434899287925224,0.8432136506223901,0.8824555967846636
hippocampus_322_9_MRI_brain_anterior+hippocampus.png,0.8996423911722914,13.216208160498748,0.8495095979982101,21.560390227732473,0.7386650163919334,30.562005092962796,0.27725503851349026,194.0954625290409,0.20563788810512693,317.489501953125,98900,0.6036524329207256,0.838501549405037,0.8388262192294714
hippocampus_322_10_MRI_brain_anterior+hippocampus.png,0.8896376333316409,15.393152573017353,0.8138887001426921,28.671391426188453,0.80779793322413,26.223932042165217,0.2635035889477039,180.58473265246312,0.23170010869041874,310.0074157714844,113089,0.6193365717947173,0.8443132101954577,0.8202621876008955
hippocampus_322_11_MRI_brain_anterior+hippocampus.png,0.8336826733098531,23.663121251260925,0.886370194863383,17.297804456470335,0.8376740466633217,20.48812252042441,0.2824858757062147,176.53177145091965,0.24664080165275812,296.4983215332031,121294,0.6150499467572639,0.8538283389295996,0.7854510234886679
hippocampus_322_12_MRI_brain_anterior+hippocampus.png,0.801307728285181,27.254302080608163,0.8463430834706881,21.99347390502378,0.8148466909355943,22.750961338463853,0.2933399209486166,167.5342809484774,0.23855678120459242,297.957763671875,116566,0.6284423454314119,0.8361500057385516,0.7748184019205189
hippocampus_322_13_MRI_brain_anterior+hippocampus.png,0.764479169397761,30.244086635933407,0.8539509685395097,20.88952914718789,0.8133123560817773,28.487238718266642,0.2926156857519631,171.62620340237368,0.21402512503038484,309.3032531738281,103456,0.6210365817055454,0.826266482441358,0.7636926204984614
hippocampus_322_14_MRI_brain_anterior+hippocampus.png,0.7138404274010399,30.209878177766864,0.7778122493897549,22.55122953941186,0.8117598977217949,19.584616136708018,0.25698249341086743,187.6045966418761,0.2051199232769298,246.56448364257812,82558,0.5977958639865608,0.7784745075482551,0.7473570218524999
hippocampus_322_15_MRI_brain_anterior+hippocampus.png,0.7735251798561151,19.68875644265433,0.8008296842590459,18.17204256735424,0.7896981991996442,23.215486862048703,0.22028886053418825,194.04053298897003,0.13450406362443726,263.70637843103174,62121,0.5577693177940991,0.7292523874648557,0.6881455428199601
hippocampus_322_16_MRI_brain_anterior+hippocampus.png,0.57833099339109,18.862381944593213,0.6818055940182774,18.42404559584378,0.6372726232696487,18.962750010951165,0.12267923615032672,215.64612667380294,0.06678384309560857,311.4323425292969,29808,0.4282758620689655,0.5235030163594693,0.4361754074043224
hippocampus_325_10_MRI_brain_anterior+hippocampus.png,0.5560891515823174,28.94820221808776,0.6710084948812894,16.304297577904673,0.6290022639068564,19.338190145028065,0.09549015901022959,305.96161614518695,0.05010633345683486,387.7884826660156,18460,0.5107913669064749,0.643205574912892,0.5180553129463462
hippocampus_325_11_MRI_brain_anterior+hippocampus.png,0.838820456928993,15.525293667432491,0.8574630113141862,13.690863236804178,0.8248010777585989,14.325452612949668,0.18398349411907813,272.967457836866,0.11105847676193484,352.25213623046875,42200,0.6423135464231354,0.8526975146494241,0.747538692442845
hippocampus_325_12_MRI_brain_anterior+hippocampus.png,0.8170756375744939,21.75627295455978,0.8202959830866807,20.43398636852032,0.7562640022661139,26.59479938556142,0.21972418968994795,220.28360252773575,0.13872796370133267,331.6185302734375,53460,0.6559589688217033,0.8336322100765644,0.7947222752147188
hippocampus_325_13_MRI_brain_anterior+hippocampus.png,0.8470164009142153,19.616510055317214,0.8392290737057148,19.701064343414,0.8204084347768243,23.431875219377094,0.26091398706280194,205.54041790480017,0.16847479097080537,317.5841979980469,66101,0.6461485826001955,0.8184970096212187,0.839687915070127
hippocampus_325_14_MRI_brain_anterior+hippocampus.png,0.9261848988146608,10.110443931612474,0.8870417732310315,15.635670307832804,0.8184890699135559,20.009797211858665,0.31746485178592365,172.3475310393018,0.20711620190223753,300.6938171386719,83141,0.7197108725761773,0.8702264508397051,0.9045807036513126
hippocampus_325_15_MRI_brain_anterior+hippocampus.png,0.9382367074653023,8.34325046238382,0.8958414565039953,14.28654524783383,0.8141960639221323,22.977236497855618,0.3721188584442125,187.33540420810516,0.21717626958513062,294.13018798828125,87581,0.7183480971128609,0.8745899470239017,0.9315610783780117
