file,dice,assd,medsam_dice,medsam_assd,sam_dice,sam_assd,dino_medsam_dice,dino_medsam_assd,dino_sam_dice,dino_sam_assd,area,box_ratio,convex_ratio,IRI
C3_EndoCV2021_00485_endoscope__polyp.png,0.9087573611781996,9.090772390292942,0.844506005664551,30.483558979537683,0.20630079959162298,37.69117453173281,0.4402347728394284,122.8753890991211,0.3675737279517481,161.389892578125,104821,0.4034711583614962,0.642029828805929,0.7044672281067543
C3_EndoCV2021_00486_endoscope__polyp.png,0.9729710735670312,3.4863731930221338,0.9817737153475155,2.264513806875538,0.9518823640815444,8.07822756066246,0.4058173079647924,106.67408231187844,0.2684812464921964,221.1893768310547,72233,0.7042724542724542,0.9524958627555696,0.8015344485425105
C3_EndoCV2021_00487_endoscope__polyp.png,0.8185715273456406,18.792717507128813,0.12458130379662374,57.90599980463307,0.07799436006530451,66.84709494797339,0.11785660377358491,115.44798721206543,0.10676887721335504,149.06521606445312,26296,0.07798269884906124,0.1255964350023165,0.09079960026151096
C3_EndoCV2021_00488_endoscope__polyp.png,0.9687459778283911,8.81228511634305,0.9681936821424288,6.302168422680304,0.9680567722817683,6.70026508542641,0.4386311848141419,120.1190419689768,0.3162389450982095,178.38983154296875,87392,0.5992977836295809,0.8425802284044949,0.9036573744172319
C3_EndoCV2021_0049_endoscope__polyp.png,0.10462750843820297,136.62193958325454,0.9671255534689226,9.95644814113401,0.8409437120343031,35.69135759741512,0.710344438489097,82.47077733639219,0.7923629635554875,66.32129810229617,457147,0.7573862836220251,0.8109771349603245,0.8459906485363915
C3_EndoCV2021_00490_endoscope__polyp.png,0.8801386623164763,4.769964940727251,0.1885201604884839,46.74858376012718,0.20353966805641213,94.17286813475252,0.21894457264771194,74.58817091967455,0.20208958391618512,99.13808932013637,52371,0.115186666138802,0.16549690785502785,0.12801774436911878
C3_EndoCV2021_00491_endoscope__polyp.png,0.7885930323571545,30.453835685672438,0.9707389749702027,4.889575164983569,0.9077715316347945,17.501527410080023,0.80894779845665,32.38328597381133,0.728485200936864,66.10741379269099,115188,0.5673167848699764,0.8885357688332125,0.8953972136293463
C3_EndoCV2021_00492_endoscope__polyp.png,0.9667354209638103,1.829740295101819,0.9499746248096861,2.930242278601488,0.8702008423544154,9.794941112475183,0.05381747512817073,339.9479675292969,0.04067260199261029,389.9873046875,13237,0.6911549707602339,0.9836150845253576,0.9483260921125465
C3_EndoCV2021_00493_endoscope__polyp.png,0.9455892062275041,11.786325173520018,0.9785670950306106,4.283360893047968,0.9245207989639478,32.533470063938225,0.5559789429078996,127.1808680968017,0.4372336761968256,197.83767700195312,178385,0.6647846907783181,0.9397611941871093,0.8960511782305416
C3_EndoCV2021_00494_endoscope__polyp.png,0.9902292015408226,2.7815874851780173,0.9901675012664325,2.864324652138332,0.942667270421514,54.17605143578853,0.8485371903205621,51.0158189015218,0.9388382938851566,23.904020385391096,359880,0.8156881944161125,0.9387496380696002,0.8834527162821808
C3_EndoCV2021_00495_endoscope__polyp.png,0.9409325380677216,10.704242071872804,0.9589719526669217,7.359121190916296,0.92923573274514,16.878025091706828,0.378661772067412,214.3636924057812,0.32088829213069003,225.29590859604124,121909,0.7907132108758821,0.9694629778368019,0.9418863890011143
C3_EndoCV2021_00496_endoscope__polyp.png,0.7375031920326864,37.50273497932778,0.9579860328902906,4.871106596791617,0.9385283405907028,8.444776551993101,0.2966770391251215,157.02029144774787,0.23625292135504777,243.32281494140625,76878,0.6427066613162119,0.9371023184377971,0.565946643731005
C3_EndoCV2021_00497_endoscope__polyp.png,0.9812403530296434,1.3571028634306572,0.9732906604597032,2.013266833491673,0.9589102187265613,9.641928782603394,0.11164275020355989,222.00699014313795,0.0850383461153718,331.3636169433594,25503,0.7204237288135593,0.9840259289269592,0.9257070649002811
C3_EndoCV2021_00498_endoscope__polyp.png,0.9784669181926935,1.4764485598636665,0.9755986420906336,1.676212657169557,0.9220831047039457,7.97215097811487,0.10636450207479116,242.5595703125,0.0721830543775438,337.33453369140625,21557,0.7789340560072268,0.9637428469241774,0.8751240595374995
C3_EndoCV2021_00499_endoscope__polyp.png,0.9549851761732084,4.321314336224035,0.9657900339522427,3.0859429786383843,0.9562545822714101,3.950595259717738,0.14466905872255942,201.93042061499523,0.12738451512718638,312.0984191894531,43395,0.5977272727272728,0.9912739566438997,0.6918927005138052
C3_EndoCV2021_005_endoscope__polyp.png,0.9670015067805123,3.310690918917297,0.971592907017632,2.816698244257111,0.9725594980811296,2.523398072070503,0.09964088121583789,269.29375318287896,0.09643265385063614,381.5673522949219,38891,0.7321899239400558,0.9903236484937995,0.9388297454682863
C3_EndoCV2021_0050_endoscope__polyp.png,0.959958652311938,9.708793897425826,0.9870461178285305,3.0037145116515527,0.9175584427161099,33.0804043604674,0.3596639227834073,146.59496039296803,0.4736041086836831,248.52264404296875,218919,0.8041101928374655,0.9872022078220755,0.988204442008351
C3_EndoCV2021_00500_endoscope__polyp.png,0.9431434542629012,2.6382327704520403,0.959098626331224,1.888614636091959,0.9060568603213844,7.2976198250055315,0.03978155259592187,450.08197021484375,0.029729608745382725,412.6544189453125,9630,0.7386102162908421,0.9859731749769632,0.939495603027925
C3_EndoCV2021_00501_endoscope__polyp.png,0.9416398959767478,3.336699696328804,0.9463175739310604,3.084465251018323,0.9122419693122861,4.850760322434148,0.06072284185900411,309.6707763671875,0.03972037493924028,383.5376281738281,12952,0.7753831417624522,0.9654144305307096,0.9496418744030006
C3_EndoCV2021_00502_endoscope__polyp.png,0.9598789614459784,2.70745478290616,0.9685973862985294,2.0124582764228442,0.9558810979945953,2.837548413618367,0.06669287919812016,395.6823425292969,0.05458596870648488,378.7798767089844,17895,0.7598726114649682,0.9920447930814646,0.9903415620619423
C3_EndoCV2021_0051_endoscope__polyp.png,0.8590408968237492,95.25036007998845,0.9712634240861769,1.6828925165946347,0.9575611873518315,3.513129418804532,0.05949543725090602,272.99981689453125,0.0418525162073982,410.9399719238281,14816,0.7365647526721352,0.9973746213396163,0.9754388337481424
C3_EndoCV2021_0052_endoscope__polyp.png,0.909778873190544,3.787800335393276,0.49354009566445944,31.300877219272984,0.3529110216038081,47.8253758740615,0.030768108313747152,217.63436024780646,0.053546392148577794,254.5311279296875,15334,0.1475330972906404,0.26822698012874335,0.06614770986331617
